|F| is smaller than |a|	smaller(f,a)
Both |a| and X. are the same shape	sameshape(a,x)
|A| is the same shape as x	sameshape(a,x)
Both |a| and X. are the same shape	sameshape(a,x)
|A| and X. are both the same shape	sameshape(a,x)
Both |a| and x are the same shape	sameshape(a,x)
|A| and x are the same shape	sameshape(a,x)
Both |a| and x are the same shape	sameshape(a,x)
|A| and x both are the same shape	sameshape(a,x)
Both |d| and |d| are in the same column	samecol(d,d)
|D| is in the same column as |d|	samecol(d,d)
|D| and |d| both are in the same column	samecol(d,d)
|D| and |d| are both in the same column	samecol(d,d)
Both |d| and |d| are in the same column	samecol(d,d)
|D| and |d| are in the same column	samecol(d,d)
|B| is in front of x	frontof(b,x)
X. and Z. are the same shape	sameshape(x,z)
Both X. and Z. are the same shape	sameshape(x,z)
Both x and Z. are the same shape	sameshape(x,z)
X and z are both the same shape	sameshape(x,z)
X. and z are both the same shape	sameshape(x,z)
Both x and z are the same shape	sameshape(x,z)
X and Z. are both the same shape	sameshape(x,z)
X and z both are the same shape	sameshape(x,z)
Both X. and z are the same shape	sameshape(x,z)
Both x and Z. are the same shape	sameshape(x,z)
X and Z. both are the same shape	sameshape(x,z)
X. and Z. both are the same shape	sameshape(x,z)
X. and Z. are both the same shape	sameshape(x,z)
X. and z both are the same shape	sameshape(x,z)
Both X. and Z. are the same shape	sameshape(x,z)
Both x and z are the same shape	sameshape(x,z)
X and z are the same shape	sameshape(x,z)
X and Z. are the same shape	sameshape(x,z)
X. and z are the same shape	sameshape(x,z)
Both X. and z are the same shape	sameshape(x,z)
|D| is in front of |e|	frontof(d,e)
X likes |f|	likes(x,f)
X. likes |f|	likes(x,f)
Both |f| and x are the same shape	sameshape(f,x)
|F| is the same shape as x	sameshape(f,x)
|F| and x are both the same shape	sameshape(f,x)
|F| and X. are both the same shape	sameshape(f,x)
|F| and x both are the same shape	sameshape(f,x)
|F| and X. both are the same shape	sameshape(f,x)
Both |f| and X. are the same shape	sameshape(f,x)
|F| and X. are the same shape	sameshape(f,x)
Both |f| and X. are the same shape	sameshape(f,x)
Both |f| and x are the same shape	sameshape(f,x)
|F| and x are the same shape	sameshape(f,x)
|B| likes |e|	likes(b,e)
|C| is small	small(c)
Y. adjoins |b|	adjoins(y,b)
Y adjoins |b|	adjoins(y,b)
|F| and z are in the same column	samecol(f,z)
Both |f| and Z. are in the same column	samecol(f,z)
|F| and Z. are in the same column	samecol(f,z)
|F| and z both are in the same column	samecol(f,z)
Both |f| and z are in the same column	samecol(f,z)
|F| and z are both in the same column	samecol(f,z)
|F| and Z. both are in the same column	samecol(f,z)
|F| and Z. are both in the same column	samecol(f,z)
Both |f| and Z. are in the same column	samecol(f,z)
Both |f| and z are in the same column	samecol(f,z)
Both |f| and |b| are the same size	samesize(f,b)
Both |f| and |b| are the same size	samesize(f,b)
|F| and |b| are the same size	samesize(f,b)
|F| and |b| are both the same size	samesize(f,b)
|F| and |b| both are the same size	samesize(f,b)
|F| is the same size as |b|	samesize(f,b)
|A| is to the right of |b|	rightof(a,b)
|E| and |a| both are the same size	samesize(e,a)
|E| is the same size as |a|	samesize(e,a)
Both |e| and |a| are the same size	samesize(e,a)
Both |e| and |a| are the same size	samesize(e,a)
|E| and |a| are the same size	samesize(e,a)
|E| and |a| are both the same size	samesize(e,a)
|D| likes |b|	likes(d,b)
X is in the same row as |c|	samerow(x,c)
Both X. and |c| are in the same row	samerow(x,c)
Both X. and |c| are in the same row	samerow(x,c)
X. and |c| are in the same row	samerow(x,c)
X. and |c| both are in the same row	samerow(x,c)
X and |c| are both in the same row	samerow(x,c)
Both x and |c| are in the same row	samerow(x,c)
Both x and |c| are in the same row	samerow(x,c)
X. and |c| are both in the same row	samerow(x,c)
X. is in the same row as |c|	samerow(x,c)
X and |c| are in the same row	samerow(x,c)
X and |c| both are in the same row	samerow(x,c)
|E| adjoins |d|	adjoins(e,d)
|C| and x are both in the same row	samerow(c,x)
|C| and X. are both in the same row	samerow(c,x)
Both |c| and X. are in the same row	samerow(c,x)
|C| is in the same row as x	samerow(c,x)
|C| and x both are in the same row	samerow(c,x)
Both |c| and x are in the same row	samerow(c,x)
Both |c| and x are in the same row	samerow(c,x)
Both |c| and X. are in the same row	samerow(c,x)
|C| and x are in the same row	samerow(c,x)
|C| and X. are in the same row	samerow(c,x)
|C| and X. both are in the same row	samerow(c,x)
Both |e| and z are in the same column	samecol(e,z)
|E| and Z. are both in the same column	samecol(e,z)
|E| and Z. are in the same column	samecol(e,z)
|E| and z both are in the same column	samecol(e,z)
|E| and z are both in the same column	samecol(e,z)
|E| and Z. both are in the same column	samecol(e,z)
|E| and z are in the same column	samecol(e,z)
Both |e| and Z. are in the same column	samecol(e,z)
Both |e| and z are in the same column	samecol(e,z)
Both |e| and Z. are in the same column	samecol(e,z)
X. and |d| both are the same size	samesize(x,d)
X. and |d| are the same size	samesize(x,d)
Both X. and |d| are the same size	samesize(x,d)
X and |d| both are the same size	samesize(x,d)
Both X. and |d| are the same size	samesize(x,d)
X. is the same size as |d|	samesize(x,d)
Both x and |d| are the same size	samesize(x,d)
X and |d| are both the same size	samesize(x,d)
X and |d| are the same size	samesize(x,d)
X is the same size as |d|	samesize(x,d)
X. and |d| are both the same size	samesize(x,d)
Both x and |d| are the same size	samesize(x,d)
|F| is in the same row as |d|	samerow(f,d)
|F| and |d| are both in the same row	samerow(f,d)
Both |f| and |d| are in the same row	samerow(f,d)
|F| and |d| are in the same row	samerow(f,d)
|F| and |d| both are in the same row	samerow(f,d)
Both |f| and |d| are in the same row	samerow(f,d)
Z. is larger than |f|	larger(z,f)
Z is larger than |f|	larger(z,f)
|D| and |a| both are the same size	samesize(d,a)
|D| and |a| are the same size	samesize(d,a)
|D| and |a| are both the same size	samesize(d,a)
|D| is the same size as |a|	samesize(d,a)
Both |d| and |a| are the same size	samesize(d,a)
Both |d| and |a| are the same size	samesize(d,a)
|B| and |d| are both in the same row	samerow(b,d)
Both |b| and |d| are in the same row	samerow(b,d)
Both |b| and |d| are in the same row	samerow(b,d)
|B| and |d| both are in the same row	samerow(b,d)
|B| is in the same row as |d|	samerow(b,d)
|B| and |d| are in the same row	samerow(b,d)
|E| likes |a|	likes(e,a)
|E| is happy	happy(e)
X is in front of |c|	frontof(x,c)
X. is in front of |c|	frontof(x,c)
|E| is to the right of |f|	rightof(e,f)
Both |e| and |b| are the same shape	sameshape(e,b)
Both |e| and |b| are the same shape	sameshape(e,b)
|E| and |b| are both the same shape	sameshape(e,b)
|E| and |b| both are the same shape	sameshape(e,b)
|E| and |b| are the same shape	sameshape(e,b)
|E| is the same shape as |b|	sameshape(e,b)
Both |a| and |e| are the same size	samesize(a,e)
|A| and |e| are the same size	samesize(a,e)
|A| and |e| are both the same size	samesize(a,e)
Both |a| and |e| are the same size	samesize(a,e)
|A| is the same size as |e|	samesize(a,e)
|A| and |e| both are the same size	samesize(a,e)
|D| is to the left of |f|	leftof(d,f)
Y. and z both are in the same row	samerow(y,z)
Both Y. and Z. are in the same row	samerow(y,z)
Y. and Z. are in the same row	samerow(y,z)
Y. and Z. both are in the same row	samerow(y,z)
Both y and Z. are in the same row	samerow(y,z)
Both y and z are in the same row	samerow(y,z)
Y. and z are both in the same row	samerow(y,z)
Both Y. and Z. are in the same row	samerow(y,z)
Y and Z. both are in the same row	samerow(y,z)
Both y and z are in the same row	samerow(y,z)
Y and z are both in the same row	samerow(y,z)
Y and z are in the same row	samerow(y,z)
Y and Z. are in the same row	samerow(y,z)
Y and z both are in the same row	samerow(y,z)
Both Y. and z are in the same row	samerow(y,z)
Y. and z are in the same row	samerow(y,z)
Both y and Z. are in the same row	samerow(y,z)
Y and Z. are both in the same row	samerow(y,z)
Both Y. and z are in the same row	samerow(y,z)
Y. and Z. are both in the same row	samerow(y,z)
Y. is to the left of |f|	leftof(y,f)
Y is to the left of |f|	leftof(y,f)
|E| is a cube	cube(e)
|C| and |e| are the same size	samesize(c,e)
|C| and |e| both are the same size	samesize(c,e)
|C| and |e| are both the same size	samesize(c,e)
Both |c| and |e| are the same size	samesize(c,e)
|C| is the same size as |e|	samesize(c,e)
Both |c| and |e| are the same size	samesize(c,e)
Y. is in front of |f|	frontof(y,f)
Y is in front of |f|	frontof(y,f)
|D| is in back of y	backof(d,y)
|F| is in back of x	backof(f,x)
X. adjoins x	adjoins(x,x)
X adjoins x	adjoins(x,x)
|A| is in front of |a|	frontof(a,a)
|B| is larger than |a|	larger(b,a)
|A| is in the same column as |f|	samecol(a,f)
|A| and |f| both are in the same column	samecol(a,f)
|A| and |f| are both in the same column	samecol(a,f)
Both |a| and |f| are in the same column	samecol(a,f)
|A| and |f| are in the same column	samecol(a,f)
Both |a| and |f| are in the same column	samecol(a,f)
Both |d| and z are in the same row	samerow(d,z)
|D| and z are in the same row	samerow(d,z)
Both |d| and Z. are in the same row	samerow(d,z)
|D| and z both are in the same row	samerow(d,z)
Both |d| and Z. are in the same row	samerow(d,z)
|D| and Z. are in the same row	samerow(d,z)
|D| and Z. both are in the same row	samerow(d,z)
|D| and Z. are both in the same row	samerow(d,z)
Both |d| and z are in the same row	samerow(d,z)
|D| and z are both in the same row	samerow(d,z)
Z is smaller than x	smaller(z,x)
Z. is smaller than x	smaller(z,x)
Z	smaller(z,x)
Both Z. and y are the same shape	sameshape(z,y)
Z and y are both the same shape	sameshape(z,y)
Both Z. and Y. are the same shape	sameshape(z,y)
Z. and Y. are the same shape	sameshape(z,y)
Both z and y are the same shape	sameshape(z,y)
Z and y are the same shape	sameshape(z,y)
Both z and Y. are the same shape	sameshape(z,y)
Z	sameshape(z,y)
Z is the same shape as y	sameshape(z,y)
Z and Y. are both the same shape	sameshape(z,y)
Z. and y both are the same shape	sameshape(z,y)
Z. is the same shape as y	sameshape(z,y)
Both z and Y. are the same shape	sameshape(z,y)
Z. and Y. both are the same shape	sameshape(z,y)
Both z and y are the same shape	sameshape(z,y)
Z. and y are the same shape	sameshape(z,y)
Both Z. and Y. are the same shape	sameshape(z,y)
Z. and Y. are both the same shape	sameshape(z,y)
Both Z. and y are the same shape	sameshape(z,y)
Z and Y. are the same shape	sameshape(z,y)
Z and y both are the same shape	sameshape(z,y)
Z and Y. both are the same shape	sameshape(z,y)
Z. and y are both the same shape	sameshape(z,y)
|C| likes |c|	likes(c,c)
X. is to the right of |a|	rightof(x,a)
X is to the right of |a|	rightof(x,a)
|C| is in back of |c|	backof(c,c)
Y is smaller than |b|	smaller(y,b)
Y. is smaller than |b|	smaller(y,b)
|C| is larger than |a|	larger(c,a)
|E| is in back of |d|	backof(e,d)
|B| is smaller than |a|	smaller(b,a)
Y is larger than |e|	larger(y,e)
Y. is larger than |e|	larger(y,e)
Z likes |f|	likes(z,f)
Z. likes |f|	likes(z,f)
|D| is larger than |d|	larger(d,d)
Y is to the left of |a|	leftof(y,a)
Y. is to the left of |a|	leftof(y,a)
Z. is to the right of |e|	rightof(z,e)
Z is to the right of |e|	rightof(z,e)
|C| is to the left of y	leftof(c,y)
|D| is in back of |f|	backof(d,f)
Y is in back of |d|	backof(y,d)
Y. is in back of |d|	backof(y,d)
|C| is the same size as |b|	samesize(c,b)
|C| and |b| both are the same size	samesize(c,b)
|C| and |b| are the same size	samesize(c,b)
Both |c| and |b| are the same size	samesize(c,b)
|C| and |b| are both the same size	samesize(c,b)
Both |c| and |b| are the same size	samesize(c,b)
|A| is larger than x	larger(a,x)
|B| is in front of y	frontof(b,y)
Y. is in back of |b|	backof(y,b)
Y is in back of |b|	backof(y,b)
|E| is medium	medium(e)
|D| is to the right of |d|	rightof(d,d)
X. and |b| both are in the same column	samecol(x,b)
X is in the same column as |b|	samecol(x,b)
X. and |b| are both in the same column	samecol(x,b)
Both x and |b| are in the same column	samecol(x,b)
Both x and |b| are in the same column	samecol(x,b)
Both X. and |b| are in the same column	samecol(x,b)
Both X. and |b| are in the same column	samecol(x,b)
X. and |b| are in the same column	samecol(x,b)
X and |b| are in the same column	samecol(x,b)
X and |b| are both in the same column	samecol(x,b)
X. is in the same column as |b|	samecol(x,b)
X and |b| both are in the same column	samecol(x,b)
Both |f| and |e| are the same shape	sameshape(f,e)
Both |f| and |e| are the same shape	sameshape(f,e)
|F| and |e| are both the same shape	sameshape(f,e)
|F| is the same shape as |e|	sameshape(f,e)
|F| and |e| are the same shape	sameshape(f,e)
|F| and |e| both are the same shape	sameshape(f,e)
X. is larger than |e|	larger(x,e)
X is larger than |e|	larger(x,e)
|D| is in front of x	frontof(d,x)
|F| is to the right of |d|	rightof(f,d)
|F| is in back of y	backof(f,y)
Both |c| and |b| are in the same row	samerow(c,b)
|C| is in the same row as |b|	samerow(c,b)
|C| and |b| are both in the same row	samerow(c,b)
|C| and |b| both are in the same row	samerow(c,b)
|C| and |b| are in the same row	samerow(c,b)
Both |c| and |b| are in the same row	samerow(c,b)
|E| is to the right of x	rightof(e,x)
Z. is to the left of |f|	leftof(z,f)
Z is to the left of |f|	leftof(z,f)
|A| is larger than y	larger(a,y)
X is to the left of x	leftof(x,x)
X. is to the left of x	leftof(x,x)
Z is smaller than |a|	smaller(z,a)
Z. is smaller than |a|	smaller(z,a)
|B| is medium	medium(b)
Y. likes |d|	likes(y,d)
Y likes |d|	likes(y,d)
Both Z. and X. are in the same row	samerow(z,x)
Z. and X. are in the same row	samerow(z,x)
Both Z. and x are in the same row	samerow(z,x)
Z. and x both are in the same row	samerow(z,x)
Z and x both are in the same row	samerow(z,x)
Z and X. are both in the same row	samerow(z,x)
Z and x are in the same row	samerow(z,x)
Z. is in the same row as x	samerow(z,x)
Z and x are both in the same row	samerow(z,x)
Both z and X. are in the same row	samerow(z,x)
Z. and x are in the same row	samerow(z,x)
Z is in the same row as x	samerow(z,x)
Z and X. both are in the same row	samerow(z,x)
Both z and x are in the same row	samerow(z,x)
Z. and X. are both in the same row	samerow(z,x)
Z. and X. both are in the same row	samerow(z,x)
Both z and X. are in the same row	samerow(z,x)
Both Z. and X. are in the same row	samerow(z,x)
Z	samerow(z,x)
Z. and x are both in the same row	samerow(z,x)
Both z and x are in the same row	samerow(z,x)
Both Z. and x are in the same row	samerow(z,x)
Z and X. are in the same row	samerow(z,x)
Both y and |f| are the same shape	sameshape(y,f)
Y. and |f| are both the same shape	sameshape(y,f)
Y is the same shape as |f|	sameshape(y,f)
Y. and |f| are the same shape	sameshape(y,f)
Y. and |f| both are the same shape	sameshape(y,f)
Both Y. and |f| are the same shape	sameshape(y,f)
Both y and |f| are the same shape	sameshape(y,f)
Y. is the same shape as |f|	sameshape(y,f)
Y and |f| are the same shape	sameshape(y,f)
Y and |f| are both the same shape	sameshape(y,f)
Y and |f| both are the same shape	sameshape(y,f)
Both Y. and |f| are the same shape	sameshape(y,f)
|A| is in front of y	frontof(a,y)
Y. is smaller than |f|	smaller(y,f)
Y is smaller than |f|	smaller(y,f)
|B| is in the same column as |f|	samecol(b,f)
Both |b| and |f| are in the same column	samecol(b,f)
|B| and |f| are in the same column	samecol(b,f)
Both |b| and |f| are in the same column	samecol(b,f)
|B| and |f| both are in the same column	samecol(b,f)
|B| and |f| are both in the same column	samecol(b,f)
Y. and |a| both are in the same row	samerow(y,a)
Y is in the same row as |a|	samerow(y,a)
Both y and |a| are in the same row	samerow(y,a)
Y. is in the same row as |a|	samerow(y,a)
Y and |a| are both in the same row	samerow(y,a)
Both y and |a| are in the same row	samerow(y,a)
